-8.815	-11.354	-8.561	-9.177	-10.519	-4.679	-11.354	-9.721	-11.209	-11.426	-10.374	-11.354	-11.281	-11.426	-10.519	-10.120	-9.141	-11.354	-8.851	-8.270	-10.955	-10.519	-10.628	-10.701	-9.649	-11.281	-10.701	-11.354	-11.281	-11.354	-10.665	-11.354	-5.622	-9.613	-11.172	-11.390	-11.172	-11.281	-9.649	-11.100	-11.317	-9.540	-11.426	-10.665	-8.778	-11.426	-11.426	-10.193	-11.172	-10.519	-11.136	-10.302	-4.824	-9.903	-11.209	-11.245	-9.975	-10.556	-11.281	-10.773	-10.810	-11.354	-10.338	-10.665	-9.177	-11.426	-11.136	-11.136	-10.447	-10.918	-11.426	-3.664	-10.120	-11.354	-11.426	-9.286	-10.302	-9.395	-9.794	-11.426	-9.576	-11.426	-10.447	-9.721	-11.100	-11.354	-10.338	-11.209	-11.209	-11.354	-11.426	-10.918	-10.701	-9.105	-6.602	-11.209	-9.395	-11.426	-10.483	-10.810	-7.037	-8.416	-11.426	-11.209	-10.628	-10.120	-11.209	-8.125	-10.048	-9.866	-6.384	-11.426	-9.794	-11.172	-11.100	-11.426	-11.100	-6.275	-11.426	-10.918	-10.810	-4.679	-6.203	-10.556	-11.209	-10.918	-11.354	-9.939	-11.281	-9.105	-10.918	-8.742	-9.141	-10.592	-11.064	-9.794	-9.903	-11.426	-10.810	-10.991	-8.996	-8.416	-11.136	-8.996	-11.136	-10.773	-5.876	-11.209	-9.322	-8.307
-7.400	-8.488	-6.566	-6.965	-8.198	-3.373	-8.561	-7.327	-8.597	-8.669	-7.690	-8.633	-8.416	-8.706	-8.307	-7.182	-7.400	-8.633	-7.327	-6.203	-8.416	-7.835	-8.053	-8.488	-6.674	-8.488	-8.488	-8.633	-8.633	-8.706	-7.908	-8.706	-5.006	-7.110	-8.633	-8.706	-8.706	-8.561	-7.799	-8.343	-8.488	-7.618	-8.706	-8.452	-6.783	-8.706	-8.633	-8.343	-8.633	-7.908	-8.488	-7.871	-3.156	-6.711	-8.561	-8.561	-7.654	-8.270	-8.561	-7.908	-8.270	-8.633	-7.763	-7.581	-6.819	-8.706	-8.561	-8.597	-7.618	-8.416	-8.706	-2.068	-7.763	-8.524	-8.669	-6.965	-7.835	-7.255	-7.690	-8.706	-7.037	-8.706	-8.125	-7.218	-8.561	-8.633	-8.234	-8.633	-8.633	-8.706	-8.706	-8.379	-8.343	-7.255	-3.591	-8.416	-7.472	-8.706	-8.125	-8.270	-4.099	-5.441	-8.706	-8.561	-8.270	-7.763	-8.633	-6.384	-7.980	-6.602	-3.918	-8.706	-7.835	-8.488	-8.416	-8.669	-8.488	-5.006	-8.633	-8.706	-8.452	-3.555	-4.716	-8.307	-8.488	-8.343	-8.561	-7.726	-8.561	-6.892	-7.980	-6.674	-6.239	-8.270	-8.416	-7.364	-7.110	-8.633	-8.561	-8.270	-6.819	-5.804	-8.561	-6.566	-8.416	-8.198	-3.845	-8.416	-7.218	-6.420
-10.338	-12.115	-8.742	-9.250	-11.172	-3.627	-12.188	-9.649	-12.261	-12.261	-11.608	-12.261	-12.043	-12.333	-11.789	-10.737	-10.338	-12.188	-10.265	-9.975	-12.043	-11.535	-11.753	-11.934	-10.592	-12.115	-11.789	-12.333	-12.115	-12.261	-11.789	-12.261	-6.312	-10.665	-12.079	-12.333	-12.043	-12.188	-10.737	-12.079	-12.333	-10.302	-12.333	-11.716	-9.322	-12.333	-12.333	-11.281	-12.152	-11.608	-11.934	-11.172	-5.913	-10.991	-12.043	-12.224	-10.701	-11.934	-12.261	-11.716	-11.862	-12.261	-11.281	-11.753	-10.374	-12.333	-12.043	-12.333	-11.172	-12.007	-12.333	-3.918	-11.100	-12.224	-12.261	-9.866	-11.571	-10.483	-10.882	-12.333	-10.846	-12.333	-11.535	-9.649	-12.007	-12.333	-11.499	-12.152	-12.188	-12.261	-12.333	-11.934	-11.898	-10.628	-6.420	-11.680	-10.519	-12.333	-11.426	-11.970	-8.162	-8.561	-12.333	-12.261	-11.644	-10.810	-12.333	-9.359	-10.991	-10.773	-7.037	-12.333	-11.209	-12.043	-12.115	-12.261	-12.188	-7.436	-12.188	-11.970	-11.862	-5.405	-6.674	-11.753	-12.115	-11.970	-12.261	-10.048	-12.115	-9.903	-11.463	-10.628	-9.830	-11.608	-12.043	-10.157	-10.810	-12.115	-12.043	-11.970	-9.649	-9.359	-12.115	-10.193	-12.043	-11.644	-7.763	-12.261	-10.810	-9.540
-8.524	-9.939	-7.618	-7.654	-9.141	-4.171	-10.229	-8.416	-10.012	-10.012	-9.576	-10.157	-10.012	-10.229	-9.467	-9.032	-8.198	-10.157	-8.742	-7.182	-9.794	-9.758	-9.758	-9.576	-8.089	-10.048	-9.685	-10.084	-10.084	-10.229	-9.467	-10.157	-6.167	-8.597	-10.012	-10.157	-9.939	-10.157	-8.923	-9.866	-10.012	-8.125	-10.229	-9.322	-7.509	-10.229	-10.084	-9.431	-10.120	-9.721	-9.866	-9.032	-4.970	-8.270	-10.012	-10.157	-8.815	-8.996	-10.229	-9.649	-9.866	-10.157	-9.250	-9.105	-8.597	-10.229	-9.794	-9.939	-9.359	-9.685	-10.229	-4.135	-9.504	-10.012	-10.229	-8.162	-9.649	-8.923	-9.068	-10.229	-8.669	-10.229	-9.105	-8.343	-10.012	-10.157	-9.359	-10.012	-10.048	-10.193	-10.229	-10.157	-9.758	-8.669	-4.824	-9.721	-8.343	-10.229	-9.576	-9.830	-5.441	-6.058	-10.229	-10.012	-9.975	-9.685	-10.120	-8.198	-9.322	-8.488	-4.280	-10.229	-9.177	-9.903	-9.939	-10.157	-9.975	-6.021	-10.120	-9.975	-10.120	-4.353	-5.659	-9.576	-10.157	-9.794	-10.157	-7.871	-10.229	-7.690	-9.576	-8.089	-8.198	-9.540	-9.903	-8.742	-8.960	-10.157	-9.975	-9.939	-7.327	-7.654	-9.903	-7.146	-10.012	-9.649	-5.659	-10.048	-8.778	-7.763
-8.379	-9.794	-7.871	-7.835	-8.923	-3.736	-9.866	-8.343	-9.939	-9.939	-9.286	-9.866	-9.721	-9.939	-9.395	-9.395	-8.089	-9.866	-8.379	-7.799	-9.649	-9.504	-9.286	-9.322	-8.343	-9.721	-9.504	-9.794	-9.830	-9.866	-9.467	-9.939	-5.731	-7.908	-9.794	-9.939	-9.576	-9.866	-8.452	-9.359	-9.830	-8.017	-9.939	-9.467	-7.654	-9.939	-9.866	-8.923	-9.866	-9.395	-9.794	-8.706	-4.933	-8.996	-9.504	-9.866	-8.343	-9.214	-9.866	-9.322	-9.649	-9.866	-9.141	-9.431	-8.343	-9.939	-9.794	-9.794	-8.887	-9.576	-9.939	-3.700	-9.177	-9.866	-9.866	-8.270	-9.286	-8.343	-8.452	-9.939	-9.286	-9.939	-9.250	-7.654	-9.685	-9.903	-9.177	-9.794	-9.794	-9.794	-9.939	-9.286	-9.322	-8.706	-5.441	-9.649	-8.125	-9.939	-9.141	-9.431	-5.804	-6.457	-9.939	-9.830	-9.649	-9.068	-9.721	-8.234	-9.177	-7.835	-5.586	-9.939	-9.032	-9.758	-9.649	-9.939	-9.613	-6.420	-9.866	-9.758	-9.721	-4.353	-5.441	-9.540	-9.794	-9.467	-9.939	-8.053	-9.866	-7.980	-9.322	-8.270	-8.343	-9.431	-9.866	-8.597	-8.633	-9.794	-9.576	-9.721	-7.871	-7.726	-9.794	-8.198	-9.830	-9.504	-6.566	-9.758	-8.706	-7.400
-13.059	-16.178	-11.862	-13.204	-15.271	-7.545	-16.432	-13.240	-16.287	-16.359	-15.561	-16.287	-16.251	-16.505	-15.344	-14.582	-13.421	-16.359	-13.240	-12.478	-15.997	-15.126	-15.598	-15.707	-13.820	-16.323	-15.924	-16.396	-16.142	-16.432	-15.271	-16.432	-8.851	-14.074	-16.178	-16.432	-15.997	-16.287	-14.219	-16.214	-16.287	-14.618	-16.505	-15.416	-11.934	-16.505	-16.505	-15.090	-16.214	-15.634	-16.106	-14.981	-8.270	-14.002	-16.214	-16.287	-14.872	-15.344	-16.359	-15.634	-15.960	-16.432	-15.235	-15.271	-13.675	-16.505	-16.214	-16.287	-14.763	-16.069	-16.505	-6.312	-14.909	-16.214	-16.468	-13.748	-15.126	-14.147	-14.292	-16.505	-14.364	-16.505	-15.308	-14.002	-15.960	-16.505	-15.126	-16.287	-16.432	-16.505	-16.505	-15.598	-15.960	-14.364	-9.068	-15.888	-13.458	-16.505	-14.510	-15.924	-10.519	-10.846	-16.505	-16.359	-15.852	-14.909	-16.359	-13.095	-15.416	-13.784	-9.322	-16.505	-14.655	-15.888	-16.142	-16.505	-16.178	-9.758	-16.432	-16.106	-15.779	-7.255	-8.307	-15.525	-16.287	-15.670	-16.287	-13.603	-16.359	-13.385	-15.308	-13.675	-13.603	-15.271	-15.960	-14.074	-13.748	-16.214	-16.069	-15.924	-12.913	-12.188	-16.178	-13.204	-16.142	-15.670	-10.411	-15.997	-13.820	-11.862
-6.928	-8.452	-6.602	-7.146	-7.364	-4.063	-8.597	-7.218	-8.597	-8.669	-7.871	-8.669	-8.597	-8.669	-8.452	-7.944	-7.509	-8.669	-6.928	-6.203	-8.379	-7.799	-8.270	-8.452	-7.581	-8.597	-8.524	-8.524	-8.524	-8.669	-7.871	-8.669	-5.187	-7.001	-8.669	-8.669	-8.524	-8.524	-7.799	-8.452	-8.524	-7.654	-8.669	-8.162	-6.783	-8.669	-8.669	-7.871	-8.669	-8.307	-8.597	-8.198	-4.353	-7.400	-8.524	-8.597	-7.799	-8.452	-8.524	-8.017	-8.452	-8.669	-8.089	-8.162	-6.965	-8.669	-8.452	-8.452	-8.017	-8.669	-8.669	-2.575	-8.125	-8.597	-8.597	-7.146	-8.017	-7.763	-7.944	-8.669	-7.581	-8.669	-7.654	-6.674	-8.524	-8.597	-8.234	-8.597	-8.597	-8.524	-8.669	-8.234	-8.524	-7.654	-5.115	-8.379	-7.073	-8.669	-8.017	-8.343	-4.970	-5.622	-8.669	-8.524	-8.524	-7.291	-8.597	-6.529	-7.799	-6.965	-3.555	-8.669	-7.726	-8.524	-8.524	-8.669	-8.307	-6.021	-8.597	-8.524	-8.524	-4.135	-5.187	-8.162	-8.597	-8.162	-8.669	-7.291	-8.597	-7.037	-8.307	-6.457	-7.146	-8.379	-8.597	-7.545	-7.509	-8.669	-8.416	-8.597	-6.928	-6.856	-8.669	-7.364	-8.452	-8.162	-4.425	-8.452	-7.110	-5.985
-8.996	-11.064	-8.742	-8.633	-10.737	-4.824	-11.100	-8.706	-10.918	-11.027	-10.193	-11.100	-10.991	-11.136	-10.556	-10.120	-9.141	-11.136	-8.524	-8.452	-10.773	-10.592	-10.810	-10.556	-9.214	-10.918	-10.628	-11.136	-10.955	-11.136	-10.411	-11.064	-5.332	-8.960	-10.918	-11.136	-11.064	-11.064	-9.866	-10.773	-11.064	-9.105	-11.136	-10.519	-8.162	-11.136	-11.064	-10.519	-10.955	-10.737	-10.701	-10.265	-5.187	-10.265	-10.882	-11.027	-10.193	-10.084	-11.100	-10.556	-10.810	-11.136	-10.265	-10.737	-9.359	-11.136	-10.955	-10.918	-9.504	-10.846	-11.136	-4.280	-10.411	-11.100	-11.136	-9.576	-10.592	-9.866	-9.286	-11.136	-10.084	-11.136	-10.229	-9.721	-10.810	-11.136	-10.411	-11.027	-10.846	-11.027	-11.136	-10.882	-10.628	-9.758	-6.602	-10.882	-8.742	-11.136	-10.302	-10.592	-7.110	-7.001	-11.136	-10.991	-10.737	-10.120	-11.136	-9.467	-10.302	-9.359	-6.638	-11.136	-10.157	-10.773	-10.882	-11.136	-10.846	-5.985	-11.027	-10.955	-10.701	-5.296	-6.021	-10.592	-10.918	-10.447	-11.064	-9.214	-10.991	-8.996	-10.338	-9.721	-9.395	-10.411	-10.918	-9.939	-9.540	-10.991	-10.955	-10.955	-8.742	-9.322	-10.882	-8.053	-10.882	-10.411	-6.711	-10.846	-9.540	-8.851
-6.965	-8.706	-6.747	-6.892	-8.270	-4.425	-8.923	-6.965	-8.669	-8.923	-8.416	-8.851	-8.778	-8.923	-8.561	-8.561	-7.835	-8.923	-7.182	-6.711	-8.669	-8.270	-8.561	-8.488	-7.799	-8.778	-8.633	-8.851	-8.778	-8.851	-8.125	-8.923	-3.845	-7.763	-8.706	-8.851	-8.778	-8.851	-8.234	-8.561	-8.851	-7.327	-8.923	-8.561	-6.239	-8.923	-8.923	-8.198	-8.923	-8.343	-8.633	-7.980	-4.716	-7.690	-8.923	-8.778	-7.980	-8.416	-8.778	-8.561	-8.561	-8.923	-8.488	-8.561	-7.763	-8.923	-8.706	-8.851	-8.198	-8.706	-8.923	-2.430	-8.198	-8.778	-8.851	-7.763	-8.089	-7.618	-7.980	-8.923	-8.125	-8.923	-8.416	-7.255	-8.633	-8.923	-8.379	-8.778	-8.706	-8.851	-8.923	-8.488	-8.851	-7.618	-4.824	-8.488	-7.908	-8.923	-8.198	-8.706	-5.913	-6.312	-8.923	-8.851	-8.561	-8.198	-8.851	-7.110	-7.944	-7.472	-5.659	-8.923	-8.343	-8.778	-8.851	-8.887	-8.633	-6.021	-8.923	-8.778	-8.778	-3.809	-5.804	-8.488	-8.923	-8.633	-8.923	-7.799	-8.923	-7.255	-8.488	-6.457	-7.291	-8.416	-8.669	-7.980	-8.053	-8.778	-8.633	-8.778	-7.182	-7.001	-8.851	-7.763	-8.851	-8.343	-5.187	-8.706	-7.908	-6.819
-6.928	-8.343	-6.457	-6.457	-7.871	-4.280	-8.452	-7.400	-8.379	-8.416	-7.799	-8.524	-8.452	-8.524	-7.654	-7.799	-7.436	-8.452	-7.291	-5.840	-8.524	-7.763	-8.234	-8.234	-6.674	-8.452	-8.234	-8.524	-8.379	-8.452	-8.307	-8.452	-5.223	-7.364	-8.379	-8.524	-8.307	-8.452	-7.763	-8.307	-8.307	-7.146	-8.524	-7.980	-5.985	-8.524	-8.524	-7.581	-8.488	-8.307	-8.379	-7.944	-4.353	-7.472	-8.234	-8.452	-7.218	-7.799	-8.452	-7.944	-8.089	-8.524	-7.726	-8.017	-7.146	-8.524	-8.452	-8.270	-7.291	-8.452	-8.524	-3.301	-7.871	-8.416	-8.524	-7.436	-8.089	-7.581	-7.472	-8.524	-7.110	-8.524	-8.089	-7.436	-8.524	-8.452	-7.908	-8.452	-8.379	-8.524	-8.524	-8.234	-8.307	-7.472	-5.260	-8.270	-6.965	-8.524	-7.726	-8.089	-5.949	-6.058	-8.524	-8.452	-7.835	-7.364	-8.307	-6.856	-8.017	-6.420	-4.389	-8.524	-7.073	-8.234	-8.162	-8.452	-8.234	-5.296	-8.452	-8.452	-8.307	-4.244	-3.591	-7.835	-8.379	-8.307	-8.307	-7.110	-8.379	-6.928	-8.379	-7.218	-6.928	-7.944	-8.379	-7.327	-7.436	-8.416	-8.234	-8.307	-5.695	-6.348	-8.379	-6.167	-8.307	-8.089	-5.405	-8.162	-7.182	-4.970
