0.765401	-0.739440	0.000000	0.000000	0.000000	0.000000	-2.263424	-3.868205	-1.981309	0.000000	-0.793793	-1.563316	-0.941866	-0.759520	-0.400839	
-0.432828	1.140857	0.000000	0.000000	0.000000	0.000000	1.298304	0.763669	0.900585	0.000000	0.241646	0.626542	0.463344	0.793561	0.472755	
-0.451907	-0.950682	0.000000	0.000000	0.000000	0.000000	0.630806	1.946905	-0.711170	0.000000	0.815253	-0.628838	-1.206354	-0.733987	0.751418	
-0.738099	-1.074317	0.000000	0.000000	0.000000	0.000000	-1.723690	-1.969800	-0.654896	0.000000	0.730304	-1.095621	-1.507989	-1.619870	0.413995	
-1.257917	0.418954	0.000000	0.000000	0.000000	0.000000	2.116272	-1.719468	-1.135749	0.000000	-1.050658	-1.467605	-0.826732	-1.525494	-1.319062	
0.964385	1.104241	0.000000	0.000000	0.000000	0.000000	1.889026	4.880356	1.762706	0.000000	1.232962	1.489230	0.989990	0.870362	-0.765597	
-1.287763	-0.640708	0.000000	0.000000	0.000000	0.000000	3.181188	-5.024341	-0.699328	0.000000	-0.922543	-1.824497	-0.709654	-0.456517	-0.606582	
1.454993	1.339849	0.000000	0.000000	0.000000	0.000000	2.800839	6.330335	2.153372	0.000000	1.064624	1.006377	1.013038	1.287204	1.258121	
0.559264	0.877208	0.000000	0.000000	0.000000	0.000000	2.144613	0.546234	0.752058	0.000000	0.774442	0.704422	0.967194	0.866218	1.282421	
-0.721908	0.818497	0.000000	0.000000	0.000000	0.000000	-3.347442	3.972766	1.117052	0.000000	-0.976275	1.089504	-0.433131	0.549952	0.670110	
0.807930	0.875576	0.000000	0.000000	0.000000	0.000000	-2.468692	2.499425	1.193222	0.000000	1.322343	1.726932	0.542059	0.531113	0.734466	
-0.969197	-0.836267	0.000000	0.000000	0.000000	0.000000	3.124565	-4.386377	-2.178092	0.000000	-1.265324	-2.208225	-0.878675	-1.491582	-0.846474	
0.738525	1.594171	0.000000	0.000000	0.000000	0.000000	0.651146	3.293112	1.296281	0.000000	-0.935627	1.646602	1.059340	1.502489	-0.671961	
0.416764	0.500833	0.000000	0.000000	0.000000	0.000000	-0.361648	1.760873	-0.996973	0.000000	0.940809	-0.344825	-0.671011	0.242425	-0.622781	
-1.271173	-0.865459	0.000000	0.000000	0.000000	0.000000	-0.944753	-3.786553	-1.510121	0.000000	-0.983617	1.006629	-1.436108	1.705718	-1.203055	
1.246765	1.245885	0.000000	0.000000	0.000000	0.000000	1.616488	3.382647	0.954083	0.000000	0.884767	1.204602	1.033424	1.609316	0.618385	
-1.478866	-1.177756	0.000000	0.000000	0.000000	0.000000	1.915541	-3.152515	0.957191	0.000000	-0.879424	-1.038422	-0.835870	1.371198	-0.456343	
1.020619	0.473324	0.000000	0.000000	0.000000	0.000000	-3.279517	6.869789	-1.910797	0.000000	1.883235	1.547365	0.883022	-1.499527	0.646283	
1.199722	-0.162570	0.000000	0.000000	0.000000	0.000000	2.087205	1.084080	-1.393019	0.000000	0.806358	0.806115	-0.981972	-0.582965	-0.515757	
-1.112304	-0.705857	0.000000	0.000000	0.000000	0.000000	2.229934	-4.008181	0.841810	0.000000	0.674169	-1.131660	0.396284	1.285964	0.705276	
0.604479	0.494521	0.000000	0.000000	0.000000	0.000000	2.232118	2.805457	1.047984	0.000000	-0.515669	1.146038	1.029384	0.971083	0.696044	
1.029805	0.410453	0.000000	0.000000	0.000000	0.000000	3.331595	5.622252	1.306734	0.000000	0.740159	0.895543	0.985529	1.080490	0.568129	
