0.00000	-0.04630	-0.00000	0.02099	-0.03605	0.07396	0.01219	0.00000	0.06289	-0.12545	0.00186	0.00000	-0.10458	0.04835	-0.00956	-0.00000	0.07199	-0.00000	0.00000	-0.06361	-0.00000	-0.00959	-0.01678	0.08327	-0.00000	0.10974	0.00000	0.00000	0.18845	-0.00000	0.02441	-0.00000	-0.00000	-0.01463	-0.18557	-0.00000	-0.01347	-0.02698	0.00000	-0.00403	0.00000	0.00000	0.06503	-0.00000	-0.10292	0.08583	0.00000	0.08361	0.04755	-0.01168	-0.07958	0.06578	-0.00000	0.00529	0.00000	0.00000	0.01513	-0.02743	-0.00000	-0.11505
0.00000	0.00000	0.07151	0.08827	-0.07369	-0.08953	0.00000	0.07815	0.00000	-0.03466	-0.02162	0.03306	-0.04725	0.15261	-0.03469	0.05022	-0.07039	-0.18179	0.05039	-0.01220	0.13733	0.04776	-0.03471	-0.02389	-0.04251	0.00000	0.08059	0.05165	0.04967	-0.00000	0.03527	-0.06803	0.03100	0.03699	0.15804	0.05854	0.05984	-0.00854	0.07318	0.00563	0.00000	0.11751	0.05492	-0.07601	0.04384	0.11031	0.01685	-0.04680	-0.00000	0.00000	0.16507	-0.04156	0.00000	-0.06580	-0.04524	-0.13727	0.01367	-0.00003	0.00000	0.05405
0.01562	0.02256	0.00000	0.01664	0.00000	0.04147	0.00000	0.00000	0.01034	0.00000	0.03337	0.01942	-0.00572	0.05447	0.01975	0.05607	-0.00000	0.08257	0.06455	0.00000	0.00876	0.00000	0.00000	0.00000	0.00214	-0.00000	0.08921	0.06805	-0.00000	0.09645	0.00000	-0.05037	-0.00000	0.01754	-0.02302	0.08506	0.00000	0.00000	0.10791	0.00616	-0.00000	-0.00676	0.00068	-0.00000	0.01523	0.00000	-0.03288	0.18171	0.08959	0.02587	0.01425	0.22758	0.07341	-0.15434	-0.00000	0.08147	0.00000	-0.01026	-0.00000	0.17962
-0.00000	-0.00000	0.01296	0.00000	0.00000	0.00000	-0.02065	0.00000	-0.00000	-0.00000	-0.09805	-0.00000	0.00000	-0.00000	0.01431	-0.00000	0.01869	0.00000	0.00000	-0.00402	-0.06358	0.00000	0.00000	0.00000	0.08133	0.00000	0.00000	-0.08472	0.03807	0.00126	0.00000	-0.00000	0.04628	-0.00000	0.04310	-0.06245	0.00000	-0.00000	0.01492	0.00242	-0.00000	-0.00493	-0.00000	-0.15028	-0.00000	0.00000	-0.00000	0.00000	0.00000	-0.00307	-0.00000	-0.04715	-0.00000	0.00000	0.08007	0.00000	0.12355	-0.14969	-0.06035	-0.00000
-0.07107	0.00000	-0.00000	-0.04090	0.00000	0.01740	0.08458	0.00000	-0.00457	0.00000	0.00834	0.00000	0.00000	0.00000	-0.00246	0.00000	0.05546	-0.00000	0.00000	-0.01181	0.00000	0.00000	0.00000	-0.14147	0.09327	0.00000	0.02535	-0.00000	0.02405	0.15301	0.00000	0.09749	0.00000	0.04236	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00079	-0.00000	-0.00000	-0.01639	0.00000	-0.00000	0.00000	-0.00595	0.00525	-0.04621	0.00000	0.00000	-0.04272	-0.00000	-0.08253	-0.03374	-0.00000	-0.09298	-0.00000	0.00989	-0.18111
-0.00132	0.17436	-0.01092	0.00000	0.07155	0.00000	-0.00000	0.07798	-0.05652	-0.02063	-0.05826	-0.03031	0.00000	0.00000	0.00007	0.07522	0.00000	0.04522	-0.00000	-0.00000	0.00000	-0.00000	0.00581	0.12281	-0.00000	-0.00000	-0.00000	-0.05458	-0.00000	-0.00000	0.00000	-0.00617	-0.00000	-0.00000	0.08777	-0.07125	0.00000	0.00000	0.00000	-0.00000	0.00000	0.00000	0.02415	0.00000	-0.00000	0.03509	-0.00000	0.01592	0.05749	0.03334	-0.00000	0.15510	-0.00000	0.01343	0.01718	0.00000	0.00000	-0.04268	-0.03672	-0.00146
0.00000	-0.00001	0.09015	-0.03669	-0.02956	0.15090	0.00000	-0.05386	0.00000	-0.00000	-0.00464	0.00004	0.00011	0.00000	-0.02211	-0.07765	-0.00000	0.08291	-0.00951	-0.02444	0.03934	0.00693	-0.08539	0.00000	0.12752	0.02995	-0.00000	-0.00000	0.04797	0.06651	0.00000	-0.05269	0.00763	-0.05527	-0.03399	-0.04213	-0.05104	0.00000	0.00578	0.02628	-0.02360	0.25140	-0.00000	0.07202	0.06628	0.03126	0.00000	-0.00000	-0.07901	0.07960	-0.00000	-0.02602	0.00000	0.00386	0.01409	-0.00000	-0.03913	0.04297	-0.00784	0.15660
-0.02461	0.14581	-0.00000	-0.02377	-0.00000	0.14853	0.00000	0.00000	-0.00000	0.00000	0.03100	0.00000	0.12058	-0.11787	0.00321	0.03499	-0.00000	0.00000	-0.03335	-0.01748	-0.00000	0.03838	0.00000	0.00002	0.15593	0.04798	0.01331	0.00000	0.03041	-0.11584	-0.06560	0.00000	0.00000	0.04428	0.00506	-0.03961	-0.02253	0.00000	-0.00000	-0.18845	-0.05930	0.06311	0.00000	-0.02886	-0.02061	-0.00000	0.01809	-0.00000	-0.03695	-0.00000	0.03174	-0.16186	0.03521	0.00000	0.00520	0.08911	-0.10787	-0.01207	0.14758	0.00000
0.00000	0.04171	0.00000	-0.00000	0.00000	-0.02178	0.00889	0.02330	0.00000	0.03470	0.00000	0.05053	0.00000	0.11502	0.12421	0.02373	-0.00000	0.10833	-0.00000	0.00000	-0.06896	0.00000	-0.05019	-0.00473	-0.04809	0.18456	0.00000	0.00000	-0.09942	0.00000	-0.05713	-0.12581	0.09196	0.01921	0.00000	0.00000	0.00832	-0.00000	0.00000	0.07809	0.00000	-0.01135	0.02509	0.08834	-0.00000	-0.00000	0.03312	-0.13474	0.00000	-0.05287	0.00000	0.00000	0.05530	-0.08602	0.03889	-0.00544	0.02694	0.00000	0.00000	-0.13276
0.13772	-0.00000	0.00000	0.02487	0.00000	-0.00000	-0.01343	-0.07195	0.00000	0.00000	0.00000	0.00000	-0.00000	0.00000	-0.00617	-0.00000	-0.00000	-0.06629	0.03248	0.05022	-0.00000	-0.02296	0.17889	0.13003	-0.02515	-0.05946	0.00000	0.01686	-0.05995	0.05311	-0.03350	0.12702	0.03061	0.07792	0.03993	-0.01342	0.00000	0.13047	-0.02834	0.00000	0.00000	-0.00355	0.02075	0.00000	-0.10560	0.02981	-0.03295	-0.04309	0.03749	0.00000	0.09845	0.00000	0.00000	0.15447	0.05009	0.10928	0.00505	-0.00000	0.00000	0.20939
