5,ec012ec.11,ec012ec.187,Mwheel,10,1096.4
6,ec012ec.11,ec012ec.188,Mwheel,10,171.6
7,ec012ec.11,ec012ec.189,Mwheel,10,942.5
19,ec012ec.12,ec012ec.209,Mwheel,10,220.3
20,ec012ec.12,ec012ec.210,Mwheel,10,747.8
21,ec012ec.12,ec012ec.211,Mwheel,10,547.6
22,ec012ec.12,ec012ec.212,Mwheel,10,740.2
23,ec012ec.12,ec012ec.213,Mwheel,10,457.2
35,ec012ec.13,ec012ec.227,bigSquare,10,1148.7
36,ec012ec.13,ec012ec.228,bigSquare,10,1109.2
37,ec012ec.13,ec012ec.229,bigSquare,10,1162.0
44,ec012ec.13,ec012ec.239,linear,10,471.7
45,ec012ec.13,ec012ec.240,linear,10,637.5
53,ec012ec.14,ec012ec.254,bigSquare,10,1161.2
54,ec012ec.14,ec012ec.255,bigSquare,10,1158.8
55,ec012ec.14,ec012ec.256,bigSquare,10,1160.6
63,ec012ec.14,ec012ec.269,linear,10,507.4
64,ec012ec.14,ec012ec.270,linear,10,420.0
65,ec012ec.14,ec012ec.271,linear,10,403.2
74,ec012ec.15,ec012ec.285,Mwheel,10,1115.2
75,ec012ec.15,ec012ec.286,Mwheel,10,1018.6
76,ec012ec.15,ec012ec.287,Mwheel,10,327.8
89,ec012ec.16,ec012ec.310,Mwheel,10,1094.4
90,ec012ec.16,ec012ec.311,Mwheel,10,368.5
91,ec012ec.16,ec012ec.312,Mwheel,10,1060.7
92,ec012ec.16,ec012ec.313,Mwheel,10,243.8
102,ec012ec.17,ec012ec.348,bigSquare,10,1159.7
103,ec012ec.17,ec012ec.349,bigSquare,10,1166.5
104,ec012ec.17,ec012ec.350,bigSquare,10,1158.9
110,ec012ec.17,ec012ec.356,linear,10,467.1
111,ec012ec.17,ec012ec.357,linear,10,565.3
119,ec012ec.18,ec012ec.367,bigSquare,10,1160.9
120,ec012ec.18,ec012ec.368,bigSquare,10,807.1
121,ec012ec.18,ec012ec.369,bigSquare,10,1159.8
125,ec012ec.18,ec012ec.374,linear,10,505.1
126,ec012ec.18,ec012ec.375,linear,10,631.2
139,ec012ec.19,ec012ec.397,Mwheel,10,1125.4
140,ec012ec.19,ec012ec.398,Mwheel,10,1137.8
146,ec012ec.20,ec012ec.408,Mwheel,10,978.4
147,ec012ec.20,ec012ec.409,Mwheel,10,76.8
148,ec012ec.20,ec012ec.410,Mwheel,10,1247.2
154,ec012ec.28,ec012ec.418,Mwheel,10,894.4
155,ec012ec.28,ec012ec.419,Mwheel,10,1051.5
165,ec012ec.21,ec012ec.437,bigSquare,10,1161.2
166,ec012ec.21,ec012ec.438,bigSquare,10,1159.1
167,ec012ec.21,ec012ec.439,bigSquare,10,1218.3
171,ec012ec.21,ec012ec.444,linear,10,418.7
172,ec012ec.21,ec012ec.445,linear,10,390.6
180,ec012ec.22,ec012ec.455,bigSquare,10,754.6
181,ec012ec.22,ec012ec.456,bigSquare,10,1159.5
182,ec012ec.22,ec012ec.457,bigSquare,10,1157.8
186,ec012ec.22,ec012ec.465,linear,10,488.3
187,ec012ec.22,ec012ec.466,linear,10,440.3
188,ec012ec.22,ec012ec.467,linear,10,576.3
199,ec012ec.23,ec012ec.490,Mwheel,10,1099.6
200,ec012ec.23,ec012ec.491,Mwheel,10,1068.0
204,ec012ec.24,ec012ec.496,bigSquare,10,1154.0
205,ec012ec.24,ec012ec.497,bigSquare,10,1153.2
206,ec012ec.24,ec012ec.498,bigSquare,10,1157.5
211,ec012ec.24,ec012ec.503,linear,10,474.1
212,ec012ec.24,ec012ec.504,linear,10,614.8
218,ec012ec.25,ec012ec.523,Mwheel,10,1074.0
219,ec012ec.25,ec012ec.524,Mwheel,10,1037.3
223,ec012ec.26,ec012ec.532,Mwheel,10,1077.1
224,ec012ec.26,ec012ec.533,Mwheel,10,1042.2
230,ec012ec.27,ec012ec.549,bigSquare,10,1158.0
231,ec012ec.27,ec012ec.550,bigSquare,10,1156.0
232,ec012ec.27,ec012ec.551,bigSquare,10,1158.3
241,ec012ec.27,ec012ec.560,linear,10,414.6
242,ec012ec.27,ec012ec.561,linear,10,409.6
250,ec013.15,ec013.156,linear,10,1023.59
251,ec013.15,ec013.157,linear,10,631.2
256,ec013.18,ec013.198,bigSquare,10,1563.9
262,ec013.18,ec013.205,linear,10,187.5968
263,ec013.18,ec013.206,linear,10,874.4
264,ec013.18,ec013.208,linear,10,778.24
273,ec013.21,ec013.248,bigSquare,10,1835.827
274,ec013.21,ec013.250,bigSquare,10,1852.621
275,ec013.21,ec013.251,linear,10,967.6
276,ec013.21,ec013.252,linear,10,962.9696
286,ec013.27,ec013.374,linear,10,1076.429
287,ec013.27,ec013.375,linear,10,1757.184
291,ec013.27,ec013.379,wheel,10,619.2
292,ec013.27,ec013.380,wheel,10,637.7
298,ec013.27,ec013.386,linear,10,874.0864
299,ec013.27,ec013.387,linear,10,657.408
300,ec013.27,ec013.388,linear,10,1006.797
305,ec013.28,ec013.395,linear,10,1148.7
311,ec013.28,ec013.402,wheel,10,435.4048
312,ec013.28,ec013.403,wheel,10,1063.731
313,ec013.28,ec013.404,wheel,10,1006.797
315,ec013.28,ec013.406,bigSquare,10,1679.77
317,ec013.28,ec013.410,bigSquare,10,1484.39
319,ec013.28,ec013.412,linear,10,869.5808
320,ec013.28,ec013.413,linear,10,635.2896
321,ec013.28,ec013.414,linear,10,781.3
328,ec013.29,ec013.423,Mwheel,10,2186.854
329,ec013.29,ec013.426,Mwheel,10,1538.458
336,ec013.29,ec013.434,wheel,10,1024.6
337,ec013.29,ec013.435,wheel,10,917.504
338,ec013.29,ec013.436,wheel,10,1032.602
340,ec013.29,ec013.438,bigSquare,10,1781.76
341,ec013.29,ec013.439,bigSquare,10,1599.488
342,ec013.29,ec013.440,linear,10,876.6
343,ec013.29,ec013.441,linear,10,869.1712
344,ec013.29,ec013.442,linear,10,813.8752
351,ec013.30,ec013.454,linear,10,1001.472
355,ec013.30,ec013.459,bigSquare,10,1081.344
356,ec013.30,ec013.460,bigSquare,10,2172.109
358,ec013.30,ec013.463,bigSquare,10,1766.5
360,ec013.30,ec013.465,linear,10,937.4
361,ec013.30,ec013.466,linear,10,1048.576
362,ec013.30,ec013.469,linear,10,806.912
363,ec013.30,ec013.470,wheel,10,945.9
366,ec013.31,ec013.482,Mwheel,10,2164.326
372,ec013.31,ec013.489,plus,1,647.3
373,ec013.31,ec013.490,plus,1,697.7
374,ec013.31,ec013.491,plus,1,549.8
375,ec013.31,ec013.492,plus,1,650.8544
380,ec013.31,ec013.500,bigSquare,10,1286.3
382,ec013.31,ec013.502,linear,10,709.4272
383,ec013.31,ec013.503,linear,10,798.0
384,ec013.31,ec013.504,linear,10,668.1
391,ec013.32,ec013.517,wheel,10,1102.234
392,ec013.32,ec013.518,wheel,10,819.2
399,ec013.32,ec013.525,bigSquare,10,1823.13
400,ec013.32,ec013.527,bigSquare,10,1060.1
401,ec013.32,ec013.528,bigSquare,10,1604.403
402,ec013.32,ec013.529,bigSquare,10,1849.754
404,ec013.32,ec013.531,linear,10,927.0
405,ec013.32,ec013.532,linear,10,932.6592
406,ec013.32,ec013.533,linear,10,681.5744
410,ec013.33,ec013.541,Mwheel,10,137.3
411,ec013.33,ec013.542,Mwheel,10,1525.35
412,ec013.33,ec013.543,Mwheel,10,119.6032
413,ec013.33,ec013.544,Mwheel,10,29.1
414,ec013.33,ec013.545,Mwheel,10,724.1
422,ec013.33,ec013.553,bigSquare,10,2504.294
423,ec013.33,ec013.554,linear,10,1032.602
424,ec013.33,ec013.555,linear,10,1092.403
425,ec013.33,ec013.556,linear,10,778.6496
435,ec013.34,ec013.570,bigSquare,10,1560.166
438,ec013.34,ec013.573,linear,10,502.1696
439,ec013.34,ec013.574,linear,10,927.3344
440,ec013.34,ec013.576,linear,10,891.8
441,ec013.34,ec013.578,wheel,10,721.3
442,ec013.34,ec013.580,wheel,10,786.8416
443,ec013.34,ec013.581,wheel,10,910.5408
444,ec013.34,ec013.582,wheel,10,412.8768
449,ec013.35,ec013.589,linear,10,1610.138
452,ec013.35,ec013.592,wheel,10,899.8912
453,ec013.35,ec013.593,wheel,10,650.8544
456,ec013.35,ec013.598,bigSquare,10,2070.5
457,ec013.35,ec013.599,linear,10,796.2624
458,ec013.35,ec013.600,linear,10,862.208
459,ec013.35,ec013.601,linear,10,882.8
460,ec013.35,ec013.602,wheel,10,845.4144
461,ec013.35,ec013.603,wheel,10,1445.069
465,ec013.36,ec013.610,Mwheel,10,3592.602
471,ec013.36,ec013.620,bigSquare,10,1779.712
475,ec013.36,ec013.625,bigSquare,10,2568.5
476,ec013.36,ec013.626,linear,10,771.5
477,ec013.36,ec013.627,linear,10,1234.944
