2,ec012ec.11,ec012,1,3,EC3,0,0,0,0,0,0,11.0319127777911,10.9496983848998,i,404.064031781466,0.0338706467661692,0.000328731097961867
3,ec012ec.11,ec012,1,4,EC3,0,0,0,0,0,0,0.644957258801382,0.645164428877213,p,60.2420557654227,0.0563725490196078,0.000150829562594269
4,ec012ec.11,ec012,1,5,EC3,0,0,0,0,0,0,1.16474046940156,1.15333722514108,p,61.7605241994028,0.0154569892473118,8.43668269636379e-05
5,ec012ec.11,ec012,1,6,EC3,0,0,0,0,0,0,1.23596544687602,1.23778945320101,p,53.8520154191017,0.0861423220973783,0.000314440688625108
6,ec012ec.11,ec012,1,7,EC3,0,0,0,0,0,0,0.514107335941274,0.514302393461763,n,19.5295312686905,0.0,0.0
7,ec012ec.11,ec012,1,8,EC3,0,0,0,0,0,0,33.5734819121405,33.5462152169683,i,Inf,0.0578817085374203,0.00318701299454525
8,ec012ec.11,ec012,2,2,EC3,0,0,0,0,0,0,4.11659909568576,4.11655964195369,i,38.7315621850597,0.105480984340045,0.000969015149724658
9,ec012ec.11,ec012,2,3,EC3,0,0,0,0,0,0,4.51922155802412,5.03167148362235,p,36.602517228816,0.0417622324159021,0.000449927774751948
10,ec012ec.11,ec012,2,4,EC3,0,0,0,0,0,0,0.869975554900557,0.874683790620743,p,36.2761592363894,0.0,0.0
11,ec012ec.11,ec012,2,5,EC3,0,0,0,0,0,0,4.3708171318344,4.37254329636116,i,37.1424792726716,0.342715231788079,0.000600801068090788
12,ec012ec.11,ec012,2,6,EC3,0,0,0,0,0,0,1.16688588780734,1.16715314263475,p,23.112583391069,0.0601307189542484,0.000166694449074846
13,ec012ec.11,ec012,2,7,EC3,0,0,0,0,0,0,0.78628561207057,0.781669585522475,p,36.3212429182435,0.0,0.0
14,ec012ec.11,ec012,2,8,EC3,0,0,0,0,0,0,1.50691163669728,1.50330803658299,p,27.7821355995036,0.154017857142857,0.000582109824720264
15,ec012ec.11,ec012,2,9,EC3,0,0,0,0,0,0,0.727912258981806,2.79802513464991,p,26.4320160072815,0.0,0.0
16,ec012ec.11,ec012,2,10,EC3,0,0,0,0,0,0,0.130042746767887,0.999102333931777,p,28.4704551298307,0.0,0.0
17,ec012ec.11,ec012,3,2,EC5,0,0,0,0,0,0,1.28514394382772,1.28731270675229,p,26.5415980518195,0.190713101160862,0.00151171579743008
18,ec012ec.11,ec012,3,3,EC5,0,0,0,0,0,0,0.929490792832369,1.15709156193896,p,34.736622945638,0.0,0.0
19,ec012ec.11,ec012,3,4,EC5,0,0,0,0,0,0,0.892699531324201,1.45960502692998,p,25.0927490853654,0.0,0.0
20,ec012ec.11,ec012,3,5,EC5,0,0,0,0,0,0,1.35406316466755,1.3565868846079,p,28.9804515378508,0.0468193384223919,0.000286820593718629
21,ec012ec.11,ec012,3,6,EC5,0,0,0,0,0,0,1.01763017627953,1.01537264059156,p,25.0462461548302,0.0497835497835498,0.000287494010541447
22,ec012ec.11,ec012,3,7,EC5,0,0,0,0,0,0,1.1784869986554,1.18291496400078,p,22.6443849554277,0.0723270440251572,0.00065805708645225
23,ec012ec.11,ec012,3,8,EC5,0,0,0,0,0,0,20.4019492719644,20.4179801517805,i,44.4113061831377,0.0526474554617077,0.0018438580943941
24,ec012ec.11,ec012,3,9,EC5,0,0,0,0,0,0,0.846349423020531,0.842381786339755,p,26.6331546017404,0.0247311827956989,0.000115513457317777
25,ec012ec.11,ec012,4,2,EC5,0,0,0,0,0,0,0.794352874767444,0.795874683790621,p,26.9672470944851,0.0750163078930202,0.000611321677466683
26,ec012ec.11,ec012,4,3,EC5,0,0,0,0,0,0,13.1520590422361,13.3363366336634,i,46.1943365260999,0.0521660901407737,0.00132888885589351
27,ec012ec.12,ec012,1,2,EC3,0,0,0,0,0,0,0.284877738485873,0.317767653758542,p,33.337949486941,0.0,0.0
28,ec012ec.12,ec012,1,3,EC3,0,0,0,0,0,0,23.264301326372,34.4617768595041,i,31.8891964218711,0.115982527140746,0.00435264762960909
29,ec012ec.12,ec012,1,4,EC3,0,0,0,0,0,0,0.707980501906799,0.70265306122449,p,22.5044018236017,0.0,0.0
30,ec012ec.12,ec012,1,5,EC3,0,0,0,0,0,0,27.2272546154326,28.8568571428571,i,109.4018753755,0.0325820242341454,0.00166287241413442
31,ec012ec.12,ec012,1,6,EC3,0,0,0,0,0,0,4.40428383242484,5.4234693877551,p,22.868447822466,0.111187845303867,0.000789681495130297
32,ec012ec.12,ec012,2,2,EC3,0,0,0,0,0,0,0.292816520354599,0.364857142857143,n,28.6528639127835,1.09523809523809,0.000779423226812159
33,ec012ec.12,ec012,2,3,EC3,0,0,0,0,0,0,4.57352107765611,6.98910675381264,i,32.5525773702118,0.231543624161074,0.000557551728410358
34,ec012ec.12,ec012,2,4,EC3,0,0,0,0,0,0,2.31360349062432,2.89657142857143,p,31.8172489872924,0.021505376344086,0.000196328654167076
35,ec012ec.12,ec012,2,5,EC3,0,0,0,0,0,0,0.865134691088207,0.847857142857143,p,30.0674232506971,0.0334059549745824,0.000280859429855357
36,ec012ec.12,ec012,2,6,EC3,0,0,0,0,0,0,0.61516068507674,0.612142857142857,p,21.7983330510459,0.112745098039216,0.000389029371717565
37,ec012ec.12,ec012,2,7,EC3,0,0,0,0,0,0,6.47224462311312,6.82314285714286,p,42.4525265866188,0.00221068819684737,4.18147606104955e-05
38,ec012ec.12,ec012,2,8,EC3,0,0,0,0,0,0,1.2397243238228,1.23607142857143,p,24.8355522771574,0.0246516613076099,0.000192641109612791
