20 	 0.186667 	 0.116857 
25 	 0.152000 	 0.107033 
30 	 0.091111 	 0.096199 
35 	 0.073333 	 0.082374 
40 	 0.102500 	 0.069627 
45 	 0.122222 	 0.070214 
50 	 0.128667 	 0.070557 
55 	 0.144848 	 0.065131 
60 	 0.157778 	 0.056721 
65 	 0.179487 	 0.060417 
70 	 0.153333 	 0.056657 
75 	 0.134222 	 0.058112 
80 	 0.100833 	 0.059942 
85 	 0.092157 	 0.056754 
90 	 0.094815 	 0.059125 
95 	 0.096140 	 0.062259 
20 	 0.186667 	 0.116857 
25 	 0.152000 	 0.107033 
30 	 0.091111 	 0.096199 
35 	 0.073333 	 0.082374 
40 	 0.102500 	 0.069627 
45 	 0.122222 	 0.070214 
50 	 0.128667 	 0.070557 
55 	 0.144848 	 0.065131 
60 	 0.157778 	 0.056721 
65 	 0.179487 	 0.060417 
70 	 0.153333 	 0.056657 
75 	 0.134222 	 0.058112 
80 	 0.100833 	 0.059942 
85 	 0.092157 	 0.056754 
90 	 0.094815 	 0.059125 
95 	 0.096140 	 0.062259 
