20 	 0.121304 	 0.120156 
25 	 0.076870 	 0.103389 
30 	 0.023478 	 0.097403 
35 	 0.005963 	 0.087517 
40 	 0.037174 	 0.079970 
45 	 0.060290 	 0.074414 
50 	 0.060870 	 0.066849 
55 	 0.077787 	 0.067075 
60 	 0.093478 	 0.063993 
65 	 0.119064 	 0.059432 
70 	 0.091925 	 0.057918 
75 	 0.066203 	 0.053851 
80 	 0.034783 	 0.049365 
85 	 0.028133 	 0.050696 
90 	 0.031691 	 0.051395 
95 	 0.034416 	 0.051331 
20 	 0.121304 	 0.120156 
25 	 0.076870 	 0.103389 
30 	 0.023478 	 0.097403 
35 	 0.005963 	 0.087517 
40 	 0.037174 	 0.079970 
45 	 0.060290 	 0.074414 
50 	 0.060870 	 0.066849 
55 	 0.077787 	 0.067075 
60 	 0.093478 	 0.063993 
65 	 0.119064 	 0.059432 
70 	 0.091925 	 0.057918 
75 	 0.066203 	 0.053851 
80 	 0.034783 	 0.049365 
85 	 0.028133 	 0.050696 
90 	 0.031691 	 0.051395 
95 	 0.034416 	 0.051331 
