T 	 100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 0.999444 	 acc_minus 	 0.000000 	 acc_0 	 0.003299 	
T 	 100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 0.999429 	 acc_minus 	 0.004000 	 acc_0 	 0.001371 	
T 	 600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 1100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 1100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 1600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 1600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 2100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 2100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 2600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 2600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 3100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 3100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 NaN 	 acc_0 	 0.000000 	
T 	 3600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 3600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 4100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 4100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 4600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 4600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 5100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 5100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 5600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 NaN 	 acc_0 	 0.000000 	
T 	 6600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 6100 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015200 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 5600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
T 	 6600 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.151230 	 tau 	 5.015300 	 delta 	 0.500000 	 1.050000 	 acc_plus 	 1.000000 	 acc_minus 	 0.000000 	 acc_0 	 0.000000 	
