T 	 700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.750000 	 acc_plus 	 0.485882 	 acc_minus 	 0.178413 	 err 	 0.176909 	
T 	 1200 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.750000 	 acc_plus 	 0.624829 	 acc_minus 	 0.384021 	 err 	 0.133073 	
T 	 700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.150000 	 acc_plus 	 0.540046 	 acc_minus 	 0.292103 	 err 	 0.163690 	
T 	 2200 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.750000 	 acc_plus 	 0.757221 	 acc_minus 	 0.561944 	 err 	 0.083861 	
T 	 1700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.750000 	 acc_plus 	 0.604912 	 acc_minus 	 0.358086 	 err 	 0.134095 	
T 	 1200 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.150000 	 acc_plus 	 0.591920 	 acc_minus 	 0.326190 	 err 	 0.144455 	
T 	 1700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.150000 	 acc_plus 	 0.683283 	 acc_minus 	 0.429762 	 err 	 0.122028 	
T 	 2700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.750000 	 acc_plus 	 0.755998 	 acc_minus 	 0.504170 	 err 	 0.093799 	
T 	 2200 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.150000 	 acc_plus 	 0.720996 	 acc_minus 	 0.512130 	 err 	 0.095011 	
T 	 3700 	 theta 	 0.050000 	 p 	 0.150000 	 q 	 0.227000 	 tau 	 5.030000 	 BBLR_thr 	 0.150000 	 acc_plus 	 0.842759 	 acc_minus 	 0.612937 	 err 	 0.066375 	
T 	 500 	 theta 	 0.020000 	 p 	 0.150000 	 q 	 0.115900 	 tau 	 5.060000 	 BBLR_thr 	 0.500000 	 acc_plus 	 0.618460 	 acc_minus 	 0.968571 	 acc_0 	 0.000976 	
