2 	 0.004400 
3 	 0.004400 
13 	 0.004400 
0 	 0.005100 
9 	 0.005400 
5 	 0.005600 
8 	 0.005800 
9 	 0.007200 
0 	 0.008200 
8 	 0.009300 
9 	 0.009300 
2 	 0.011500 
9 	 0.012000 
8 	 0.012200 
8 	 0.014300 
1 	 0.015300 
2 	 0.015700 
9 	 0.016100 
8 	 0.017000 
2 	 0.017800 
13 	 0.019200 
9 	 0.020400 
13 	 0.021500 
8 	 0.021900 
9 	 0.022100 
13 	 0.023600 
8 	 0.024600 
6 	 0.027100 
8 	 0.028200 
13 	 0.030600 
8 	 0.031200 
9 	 0.031600 
0 	 0.031700 
8 	 0.033200 
9 	 0.036200 
8 	 0.037300 
9 	 0.038400 
8 	 0.040000 
0 	 0.042300 
13 	 0.045500 
9 	 0.046000 
8 	 0.046200 
13 	 0.047600 
9 	 0.047900 
8 	 0.048400 
6 	 0.050900 
12 	 0.051000 
8 	 0.052100 
13 	 0.052200 
9 	 0.052500 
1 	 0.052900 
6 	 0.053500 
2 	 0.053700 
9 	 0.054300 
8 	 0.056000 
9 	 0.056500 
0 	 0.057700 
8 	 0.059000 
6 	 0.059400 
9 	 0.061200 
8 	 0.062000 
1 	 0.062900 
1 	 0.065400 
8 	 0.065600 
8 	 0.068000 
9 	 0.068000 
0 	 0.069200 
9 	 0.070000 
2 	 0.070300 
8 	 0.072200 
0 	 0.073100 
9 	 0.075100 
8 	 0.075400 
0 	 0.078200 
8 	 0.078600 
1 	 0.079600 
8 	 0.080700 
0 	 0.081300 
8 	 0.083200 
0 	 0.083300 
9 	 0.083300 
5 	 0.083800 
0 	 0.085700 
8 	 0.085700 
9 	 0.086100 
9 	 0.087800 
9 	 0.089700 
8 	 0.091300 
9 	 0.091500 
8 	 0.094400 
8 	 0.097700 
9 	 0.100000 
8 	 0.100400 
0 	 0.101100 
9 	 0.101800 
9 	 0.103400 
8 	 0.104000 
1 	 0.104500 
8 	 0.107300 
9 	 0.107400 
8 	 0.109500 
8 	 0.113700 
8 	 0.116600 
0 	 0.117300 
2 	 0.117300 
9 	 0.117400 
6 	 0.118100 
8 	 0.119100 
9 	 0.119400 
13 	 0.119600 
6 	 0.120100 
12 	 0.121200 
8 	 0.121300 
9 	 0.122300 
6 	 0.123600 
0 	 0.124200 
8 	 0.125200 
13 	 0.126600 
