0.000000	3.602016
0.000000	0.665345
0.000000	0.323475
0.000000	-0.135329
0.000000	2.153496
1.000000	0.433995
0.000000	0.430706
0.000000	1.793356
0.000000	1.249121
0.000000	0.010765
0.000000	2.367807
0.000000	-0.057927
1.000000	2.591514
0.000000	1.660851
0.000000	-0.219089
1.000000	0.814552
0.000000	0.777638
0.000000	0.311033
0.000000	0.794443
0.000000	0.768896
1.000000	0.194121
0.000000	-0.883773
1.000000	-0.075859
0.000000	0.244483
0.000000	1.439191
0.000000	0.663865
0.000000	0.611622
0.000000	1.009040
0.000000	1.466281
0.000000	1.265885
0.000000	1.320808
0.000000	-0.526445
0.000000	0.016921
0.000000	0.338683
0.000000	-0.926912
0.000000	0.560297
0.000000	1.780316
0.000000	0.427328
1.000000	0.441793
0.000000	-1.169570
0.000000	0.930391
1.000000	1.774415
0.000000	0.531527
0.000000	-0.657023
0.000000	0.275425
1.000000	0.603411
1.000000	-0.175626
0.000000	0.536855
0.000000	1.088032
0.000000	-0.139243
0.000000	0.672354
1.000000	3.584527
0.000000	1.498810
0.000000	-0.185018
0.000000	-0.552783
1.000000	1.227379
1.000000	1.499368
0.000000	-1.395327
0.000000	1.450010
1.000000	3.907978
0.000000	1.994840
1.000000	1.813389
0.000000	1.326776
0.000000	2.057751
0.000000	1.463888
0.000000	0.881943
1.000000	0.801956
0.000000	1.219899
1.000000	1.701091
0.000000	1.336366
0.000000	1.392172
0.000000	0.610717
1.000000	1.465287
0.000000	1.173327
0.000000	1.063699
0.000000	0.436192
0.000000	-0.694626
0.000000	2.162364
1.000000	0.149569
1.000000	0.940275
0.000000	0.055034
0.000000	2.252168
0.000000	1.569689
0.000000	1.364579
0.000000	-0.368250
1.000000	-0.103839
0.000000	2.890898
0.000000	0.253067
0.000000	2.612102
1.000000	0.152217
1.000000	-0.248763
0.000000	2.510552
1.000000	2.031438
0.000000	3.080100
1.000000	1.067736
0.000000	1.821848
1.000000	2.705800
0.000000	-0.295406
0.000000	1.788670
0.000000	0.975801
0.000000	0.975157
0.000000	1.162132
1.000000	3.991489
1.000000	1.989598
0.000000	0.832249
0.000000	2.388163
0.000000	1.222739
0.000000	0.396785
0.000000	1.516584
0.000000	1.031233
0.000000	0.692037
1.000000	1.875538
0.000000	1.542984
0.000000	1.869549
0.000000	0.141827
0.000000	1.707084
0.000000	2.101491
1.000000	-0.174113
1.000000	0.303324
0.000000	2.324876
0.000000	1.646128
1.000000	0.687981
0.000000	0.754477
1.000000	0.793195
0.000000	1.072203
0.000000	-0.782343
0.000000	-0.395931
0.000000	1.734112
0.000000	1.696001
0.000000	1.738549
1.000000	0.534626
0.000000	1.712797
0.000000	0.672020
0.000000	0.772327
0.000000	0.576790
0.000000	1.573121
0.000000	2.137364
0.000000	0.650645
0.000000	0.802747
0.000000	0.559601
0.000000	-0.025916
0.000000	0.760839
1.000000	3.119359
0.000000	2.117258
1.000000	1.098915
0.000000	0.145083
1.000000	1.445551
0.000000	2.579777
0.000000	0.575022
0.000000	2.069914
0.000000	-1.432409
0.000000	0.004432
0.000000	1.466157
1.000000	3.671477
0.000000	0.747701
0.000000	1.066074
0.000000	-1.142347
0.000000	-0.476036
0.000000	0.587962
0.000000	2.209457
0.000000	2.331720
0.000000	0.622961
0.000000	1.707222
0.000000	0.128906
1.000000	0.672228
1.000000	0.636225
0.000000	0.964760
0.000000	0.181485
0.000000	4.176381
0.000000	0.922673
0.000000	-0.165735
0.000000	2.094458
0.000000	-0.643897
1.000000	1.104899
0.000000	-0.068857
0.000000	0.352433
0.000000	1.083792
1.000000	-0.080851
0.000000	-0.510325
0.000000	0.256534
0.000000	-0.002052
1.000000	1.217607
1.000000	0.534475
1.000000	0.099814
1.000000	-0.002134
0.000000	0.562887
0.000000	0.291157
0.000000	0.899104
1.000000	1.078296
0.000000	1.912001
0.000000	1.965316
1.000000	1.102482
1.000000	2.008912
0.000000	1.077113
0.000000	0.389117
0.000000	-0.291365
0.000000	0.304927
0.000000	1.064396
1.000000	1.277448
0.000000	-1.019594
0.000000	0.927055
1.000000	0.136970
1.000000	0.560910
0.000000	-0.987438
0.000000	3.547614
0.000000	-0.177868
0.000000	1.679084
0.000000	-0.199746
1.000000	0.819940
1.000000	0.272222
0.000000	-0.054374
0.000000	2.303671
0.000000	0.480095
0.000000	0.053735
1.000000	2.044550
1.000000	1.129345
0.000000	1.394959
0.000000	0.878851
0.000000	3.553172
0.000000	1.348195
0.000000	0.112544
0.000000	-0.242103
0.000000	-0.433538
1.000000	0.732507
0.000000	0.473523
0.000000	1.668790
0.000000	-0.279776
0.000000	0.500420
0.000000	0.287257
0.000000	1.039873
0.000000	0.367864
0.000000	-0.772565
1.000000	0.450502
0.000000	0.203269
0.000000	0.519474
0.000000	0.363708
1.000000	-0.345168
0.000000	-0.176511
0.000000	-0.351136
0.000000	-0.230816
0.000000	1.088038
0.000000	0.612614
0.000000	2.653397
0.000000	0.012202
0.000000	-0.251632
0.000000	0.872685
0.000000	2.242950
0.000000	0.120343
0.000000	0.519652
0.000000	-0.849785
0.000000	-0.377781
0.000000	1.144372
0.000000	1.737050
0.000000	-0.066153
0.000000	-0.358590
0.000000	3.488904
0.000000	-0.724638
0.000000	1.210962
0.000000	2.215590
0.000000	0.161118
0.000000	1.818736
0.000000	0.784908
0.000000	0.160853
0.000000	0.926614
1.000000	0.468701
0.000000	0.945416
0.000000	0.079957
1.000000	0.757188
1.000000	1.435475
0.000000	0.953519
0.000000	0.330869
0.000000	1.084831
0.000000	-0.181134
0.000000	0.932688
0.000000	0.602809
1.000000	0.442722
0.000000	1.554281
0.000000	0.312667
0.000000	1.708772
1.000000	1.591532
0.000000	1.204221
1.000000	1.779990
0.000000	0.851536
0.000000	1.076922
1.000000	-0.636475
0.000000	-1.095911
1.000000	0.702145
0.000000	0.626503
0.000000	2.242050
0.000000	1.319116
0.000000	2.006988
0.000000	0.785652
1.000000	1.301814
1.000000	0.656452
1.000000	0.485255
0.000000	-0.068030
1.000000	0.587954
0.000000	1.114892
0.000000	0.571485
0.000000	0.817452
0.000000	0.640602
0.000000	-1.213221
0.000000	1.664184
0.000000	-0.012704
1.000000	0.207658
0.000000	0.920577
0.000000	3.522417
0.000000	0.600282
0.000000	-0.608575
0.000000	0.852108
0.000000	0.609155
0.000000	-0.881752
1.000000	2.009590
0.000000	0.096013
0.000000	1.940441
0.000000	0.135947
0.000000	1.412584
0.000000	0.147621
1.000000	2.297535
0.000000	1.295570
0.000000	1.263322
1.000000	-1.304003
0.000000	0.189627
1.000000	0.385503
0.000000	1.162792
1.000000	0.520968
1.000000	1.372563
1.000000	2.010230
0.000000	-0.407932
0.000000	1.048465
0.000000	0.016610
0.000000	-0.126254
1.000000	0.428846
0.000000	1.911459
0.000000	0.574068
0.000000	-0.358968
1.000000	0.158308
0.000000	1.518451
1.000000	1.062035
0.000000	-0.173629
0.000000	1.883695
0.000000	0.283722
1.000000	1.771318
0.000000	0.179704
0.000000	0.496309
0.000000	0.436930
0.000000	1.350004
0.000000	0.941080
0.000000	-1.290235
0.000000	2.330424
0.000000	1.333421
1.000000	1.146360
0.000000	0.374549
0.000000	-0.338423
0.000000	0.063237
0.000000	-0.301444
0.000000	-0.005945
0.000000	3.664936
1.000000	-0.709371
0.000000	0.424518
0.000000	1.368619
0.000000	0.661721
0.000000	2.967356
