0.09423	1.57198	1.72597	0.42869	11.20383	2.24977	1.48856	1.40583	0.37339	1.39213	1.62878	0.63749	0.32215	0.54811	8.84338	1.67167	1.67469	2.55752	2.20534	4.39301	4.14985	3.98438	3.32144	0.94267	7.34870	4.56996	8.07177	1.41137	2.03028	2.94629	24.33320	0.56184	2.60877	8.07908	2.71924	21.78739	2.90229	1.16814	1.61928	0.63923	0.95574	3.30306	4.28632	2.18975	3.90092	0.61502	1.44983	0.81619	0.46439	2.59749	6.40397	1.62317	0.84801	-11.25593	1.35840	1.09542	1.30074	3.25421	0.60007	0.49742
2.48585	0.19020	6.66205	38.26450	2.57523	4.04245	80.86431	3.43562	1.34646	13.76925	1.43265	1.05843	2.61475	0.80723	2.63303	0.62936	0.75446	1.46681	2.61836	6.52187	19.58803	0.88629	1.29996	-2.25106	1.04056	3.08195	10.77428	0.48864	0.79942	0.50331	0.73937	7.11173	0.37621	1.01612	1.91593	2.01050	0.35448	4.76031	157.27931	1.95304	10.63065	4.25894	2.11640	0.58662	5.83923	0.55459	3.02099	2.08504	1.12638	4.19681	1.55003	0.50928	0.30162	1.00643	2.65288	0.97091	1.30198	2.47494	5.24606	4.59814
-0.42598	7.84557	0.04844	8.99125	4.23480	3.23654	1.24789	7.22887	3.54788	3.56273	1.60503	2.89844	1.78562	9.22537	1.40097	3.37873	3.15572	64.29359	1.54861	0.69480	2.16390	1.03882	3.48746	1.62545	1.42869	2.18242	1.68963	1.24404	12.39738	0.69748	1.97724	0.41845	2.62675	1.23404	2.34128	6.79919	0.42503	1.20893	20.62176	3.46819	-0.47008	2.23815	5.43154	1.27647	4.24017	165.64137	2.63796	4.79848	1.77020	4.35729	1.70658	7.62002	21.45002	1.14272	1.11180	5.41295	0.80078	1.92824	2.29783	7.95121
0.59937	49.22798	6.89857	0.06984	4.20129	3.32513	1.41293	2.01957	1.43509	0.59290	0.81671	0.25595	-0.45040	15.17212	1.84386	4.12233	3.66658	9.67472	1.67363	1.89593	0.36258	0.29339	2.00750	0.64081	0.78165	1.69228	-1.05880	1.64815	3.40248	1.09045	0.91986	-14.34259	1.31939	1.62555	2.63721	5.54831	2.64292	2.41474	19.85801	0.46005	-2.24031	1.58358	34.40391	1.87372	-0.57596	1.39932	24.66252	4.68728	1.36218	4.99222	0.76594	7.66847	0.57639	14.91925	4.02560	0.23170	2.99190	0.11463	2.05989	1.53810
3.90269	2.28696	0.58519	1.36953	0.12467	22.57787	0.33405	9.67228	2.34579	1.31404	0.60431	1.27108	0.58857	8.35799	2.54189	0.80551	0.82975	5.96626	1.50271	1.04918	0.69198	1.76463	11.12957	0.52420	1.86516	1.64424	1.53831	4.69928	-0.54973	0.61392	1.59785	-0.30066	1.33365	3.33332	0.65542	2.80452	17.59823	0.80877	0.71101	2.04016	0.37951	0.96058	1.13902	1.91395	7.61733	1.97809	1.46157	-0.55942	2.29005	4.28954	1.16510	-0.41394	2.14606	-0.41778	0.76087	-0.60606	3.77643	2.68926	1.66015	0.32354
3.57403	10.21861	2.31031	1.23945	-4.71586	0.27013	2.17542	3.70186	2.50789	2.63204	1.18897	2.18202	0.46718	0.68927	1.06417	93.60416	1.36824	19.49446	0.76939	3.85721	35.22026	2.47838	12.62634	0.96525	0.44978	0.90909	0.94961	0.63327	6.42500	3.77118	1.08137	2.46386	1.51452	1.16719	2.47215	31.30691	0.81482	0.70340	0.47753	4.60545	1.04314	2.52388	1.63891	2.17540	35.38403	1.88950	2.99097	0.79448	0.70566	0.90707	-1.43122	2.36244	-1.28032	2.49580	3.62928	0.87915	3.69276	0.97934	4.00431	1.71396
3.97206	52.65934	0.86477	2.31597	0.29038	2.73762	0.11762	-1.95168	1.21369	3.24085	2.07222	8.73864	2.58529	6.40569	34.07832	1.44606	1.12832	6.23768	1.09229	8.81882	2.84984	3.51804	1.52127	3.45072	1.61042	2.87297	0.13801	1.74456	2.27875	2.32913	3.20008	0.82909	5.28205	1.60921	3.98714	0.27111	18.58538	1.55083	20.43072	107.02138	-1.31422	6.81839	1.84401	15.60574	15.95246	0.85622	1.49207	1.47157	4.17868	3.57496	0.70216	-0.02413	0.87708	1.16976	1.22018	1.78295	2.04509	1.84115	1.12648	15.53454
3.57920	-0.53417	7.06467	1.33866	11.69062	3.71158	3.24034	0.01402	1.42933	1.35030	0.51982	5.76155	0.80480	1.38788	4.38665	7.88368	0.68783	-0.18405	0.43664	10.95009	1.22040	-3.18809	2.77673	31.30137	2.53222	2.16621	1.89076	1.84447	30.58779	21.76085	3.10886	2.19946	17.58873	54.45595	2.19279	0.54545	1.33815	2.65212	0.26616	1.65715	2.65772	-0.72146	0.35585	21.55048	2.35693	0.49345	2.47919	2.15132	1.44290	11.69652	-3.73444	0.62005	2.43819	0.86631	5.29368	4.24391	7.20469	0.15543	1.61997	0.77976
1.26340	1.54766	5.49637	0.47770	5.03781	5.45481	0.54387	1.16986	0.12867	0.66781	0.93981	2.18566	0.26754	2.08745	3.64284	0.95563	7.28384	7.61834	1.07862	2.08184	1.56233	1.15710	1.14775	7.50203	2.49234	1.06026	5.16541	0.86882	2.04906	1.72515	15.32595	-0.17376	5.29004	0.78508	1.85330	1.76481	-84.78310	3.27886	1.75689	40.69466	0.32522	2.98165	2.95477	1.25214	4.44488	0.87716	1.43265	1.21650	2.92077	2.05527	0.85783	2.61996	0.76808	1.73231	29.40256	0.77787	0.35114	1.87921	1.43890	1.05484
0.62361	6.26164	1.78850	0.42701	1.47108	3.42776	1.09692	1.69557	-0.40802	0.05680	1.89023	5.46752	1.91246	1.02058	442.88867	1.40302	0.74210	1.67442	0.64339	-0.67202	2.00761	1.70889	2.52165	4.37597	81.93227	1.19005	3.72007	4.35925	1.78259	0.70446	1.02739	1.50023	4.59368	0.81879	0.52975	-4.70327	1.08764	0.97799	1.70607	0.52874	0.41954	108.13801	2.24239	0.59223	6.99050	2.45989	0.49898	3.18217	0.81572	1.33351	2.18419	2.45071	-0.56383	1.30236	1.98132	1.33033	1.46028	1.78205	-0.35976	0.69872
