-17.117545	-5.834380	73.761027	-11.492900	32.850720	4.842483	-1.272889	-5.714011	-5.107375	126.766588	130.884612	-2.585033	54.952836	100.897354	168.430214	164.342292	90.948205	-8.542900	3.638272	-5.271660	156.732118	132.347790	3.911634	2.570157	76.364676	4.250150	77.389624	57.703705	74.634520	-3.190739	3.680767	2.377236	-2.809473	69.638092	201.206288	46.520872	-4.676268	-8.358710	5.038315	-4.246887	139.708065	-5.343508	-6.308120	-5.259798	3.318382	32.197962	5.129639	77.722267	-5.515407	101.976199	
5.876188	-10.984608	39.726305	-3.623164	28.480673	-2.780632	3.838755	2.966532	-3.167090	85.269382	120.288224	4.124415	50.091588	78.038242	95.506882	96.630490	81.738880	3.740535	3.612025	2.957455	122.023417	137.905260	6.081480	3.597090	57.616940	6.292883	66.461622	53.555811	50.701791	3.726110	-2.339444	4.730782	-2.266984	50.782275	121.991108	29.440387	4.464580	4.913503	5.518895	8.805175	92.655977	4.815769	2.609249	5.814391	-2.907933	22.610873	-3.771878	51.394010	4.076828	80.745341	
-5.257788	-2.726061	-38.715680	2.742618	-23.363282	-4.563184	4.898006	1.543103	2.253169	-56.172993	-75.776568	4.177094	-38.755461	-46.156584	-86.916036	-109.075166	-41.929363	-2.555623	4.133250	4.195105	-63.131171	-74.977830	4.124894	2.838361	-27.799056	5.324030	-33.959721	-31.899879	-35.278124	-5.860369	4.360277	-3.621348	3.183601	-40.769513	-102.277421	-28.707105	-8.156933	5.842891	1.814111	2.139427	-93.895491	5.039016	3.256002	1.516840	-3.002559	-13.189015	4.884159	-17.213522	-3.671320	-48.712902	
2.698101	5.228946	16.395011	-15.399028	13.586035	2.278002	3.665232	-1.072789	3.978046	76.636893	-20.337684	3.612362	20.430932	50.974274	78.537805	65.119273	27.114070	2.893955	3.873214	2.686092	41.180080	41.881607	5.059265	3.552239	57.457401	-1.679322	2.663371	-12.813874	12.183909	5.277109	3.878078	-3.263095	5.665884	29.789640	127.288784	-7.755044	4.128262	-2.330152	-2.201978	3.186756	58.559417	4.353731	-1.970231	5.622597	3.067951	9.802958	-4.095495	12.952466	2.267472	61.271317	
-7.378321	-6.507028	-26.689315	5.339272	-20.156127	4.128139	-5.384700	4.785515	6.656435	-58.885490	-64.472368	-4.043343	-17.263432	-42.064941	27.965192	-46.866058	-50.315254	8.090033	-6.988315	1.727795	-77.404151	-44.058085	3.963998	-6.099273	-17.975413	3.684452	-21.538776	16.240380	-25.730063	1.476150	5.046226	-2.972764	2.232948	-27.136847	-69.908854	-20.151349	4.722860	4.039431	-3.724918	-3.984311	-47.453526	-3.866891	-3.072231	-6.482107	3.854237	-9.733986	-2.948843	-25.728866	-5.787187	-39.931165	
-3.244390	5.277012	-6.614853	-4.610399	-20.553818	-22.411873	-3.613151	2.997513	-6.581555	-20.014410	34.148196	5.036846	-13.696395	-48.853423	-135.263389	-73.729617	10.659798	6.207073	-7.050835	-5.487247	21.693578	29.202265	-4.222073	-5.964105	-41.246898	-3.914321	12.381020	9.642455	9.706338	-10.399885	4.081702	-6.936019	-6.008628	-23.931096	-134.086214	5.762531	4.233792	2.652352	5.245231	2.479957	-56.730217	-6.885049	4.574528	4.226014	-7.160329	-12.435111	-7.888388	9.876461	3.926658	-58.321336	
-3.603289	-5.133385	14.629829	2.880826	7.012915	-2.421621	-12.999633	-1.405797	2.661118	15.116794	62.275800	-5.573659	18.214723	12.080705	23.134070	24.704444	42.808043	4.041601	3.276853	-3.005370	65.913845	71.844088	-3.718101	-4.886901	-17.310216	-3.970556	28.207462	20.790008	26.193685	-5.080383	-2.031889	2.801464	-5.806307	8.144719	36.085805	14.579714	-6.249794	4.669419	2.129522	3.211791	26.740951	9.400496	2.533635	-3.892615	-4.975096	5.100426	-4.722516	27.835192	5.110505	-35.403127	
-9.822214	4.004614	16.718626	15.759514	-24.954573	-7.963573	-5.418681	-24.243729	-5.856839	-47.678592	52.048306	2.392483	-24.515594	-73.671185	-131.337076	-144.017055	26.699148	-17.259905	-7.416004	-8.161569	45.735561	40.221698	-6.146312	4.970552	-62.981716	-4.575208	45.650077	26.299598	29.832099	10.319487	4.997564	-10.683090	3.779414	29.406976	-186.386287	7.927795	-11.007970	-12.141804	6.243133	-5.898464	-102.014225	7.753545	9.284157	7.063226	-10.031473	-15.734295	-7.280532	42.350305	7.522244	31.664062	
-3.445727	9.677465	35.482284	-8.192416	26.121960	7.447080	6.857218	3.906152	-17.593331	116.980982	51.305612	8.604308	18.694687	92.265218	131.162742	118.743210	44.777957	7.594832	-5.467734	5.260508	98.663937	77.325758	-3.185589	5.062621	59.179407	5.811033	23.152808	10.039173	27.601155	6.089094	6.835295	-3.944477	9.085706	45.951207	133.163840	18.916596	7.287158	-4.886618	7.147071	4.088056	93.086648	-6.300944	3.320204	-1.844430	3.324782	21.884193	4.587943	35.292955	-6.239452	89.033618	
11.257852	5.827394	-34.605823	7.040132	-21.561738	-4.986196	-7.401680	6.962828	6.542660	-91.534683	-50.609458	10.683210	-20.595098	-57.769112	-47.447527	-66.385909	-23.248945	9.923772	-6.685948	6.594363	-62.304843	-37.764770	5.586332	6.343896	-29.791014	-6.834676	-27.060164	39.360159	-24.829877	-4.725006	4.706768	5.554021	-5.395627	-44.052111	-69.262680	-13.976223	6.264878	10.523602	3.997671	-2.635116	-66.887739	7.680930	-6.241440	-4.195496	9.122028	-20.612349	-8.926752	-30.456457	6.268784	-47.293481	
