-5.046832	0.814742	13.129447	1.221028	1.409493	-1.655254	17.962366	-1.704261	-5.654345	-8.166405	-4.478386	4.865764	-2.586045	-0.906712	-1.912403	1.133694	-1.422967	4.404362	0.660769	-3.190817	4.857802	10.151680	-2.856045	-6.787574	-1.233524	1.330780	4.890834	2.755562	-1.021543	-8.075280	-0.886383	-2.648886	1.719867	-2.586040	-0.477304	1.016430	1.695114	7.170687	-2.402897	-1.572935	-9.163475	-1.147281	-3.035461	0.223181	-1.213245	22.000605	-0.974489	-2.597029	0.726178	-1.255079	6.782285	9.403839	-2.240675	-3.386219	-3.328673	0.451916	-7.588950	5.705307	-0.822344	-5.043547	
-4.427673	-4.480637	13.109347	-1.283094	-2.971864	-1.673702	36.640086	-1.426943	-7.854009	-7.964343	-10.624291	4.283863	-5.740318	-1.934564	-4.861938	-1.018401	-2.753625	6.801404	-1.113884	5.259518	-2.997970	6.484892	-7.393458	-3.431174	-1.791804	-2.314221	-5.892669	7.004179	-1.238643	9.756709	-0.620092	-5.990103	-4.226760	-3.151735	-1.010222	-1.152331	-3.299162	-3.289491	-4.429190	-1.602417	-17.693977	-1.807826	-2.652939	-1.615319	-2.632435	31.666871	-1.077576	-6.036156	-1.180710	-1.362993	-3.753101	10.877048	-1.376697	-3.363758	-2.397322	-2.683669	-15.216598	11.276914	-2.733333	-8.085768	
16.643660	0.861988	-33.003092	2.506345	3.050104	12.726695	28.971847	19.422887	25.997802	46.597470	66.409511	98.923197	36.077459	17.856713	5.705235	2.280971	7.878171	-10.026398	2.783712	4.268823	7.171924	99.771858	13.382177	19.584951	8.028800	5.268183	55.467527	13.136722	5.785738	-11.323630	3.290205	10.537098	3.873586	5.668742	1.056261	7.572827	6.686259	62.204383	13.036841	5.721028	87.908121	1.397025	22.679286	3.893302	13.163559	13.858491	-1.253233	30.833473	1.434075	4.681308	35.766073	7.415700	12.362233	8.967904	5.157843	4.386487	39.557457	13.567212	23.354886	45.268196	
-5.638891	4.479085	-36.570364	-11.521348	4.239923	-5.705352	-46.802053	-8.599712	7.936034	12.430171	-11.454911	-19.644263	-4.184587	-5.032425	7.811507	6.249113	10.573180	17.342673	8.804153	-23.476688	14.417884	-11.420437	11.522372	-18.240945	-4.682558	6.967364	12.588774	-40.975180	1.976920	9.581744	4.828784	2.468095	4.774974	-1.329834	6.064173	9.648840	14.458726	-11.095465	6.214355	-4.631065	-12.355693	3.406615	-4.934933	-2.836558	8.158985	-17.908957	2.971835	-6.352321	4.867513	-1.633153	-26.968194	-32.019573	1.794208	3.442235	-6.514377	-2.575365	9.293260	23.480449	-4.704947	-13.410723	
-6.752819	-2.685638	18.159222	-4.636244	-8.654639	-4.547421	40.303779	-8.491413	-21.984134	-16.835021	-8.617513	-35.901396	-16.489406	-6.527317	-7.413748	-1.804395	-7.183743	13.140872	-1.912951	9.646591	3.762521	-42.886908	-10.724829	12.036430	-4.927342	-6.329502	-23.126955	-3.461477	-3.800725	25.942928	-1.129532	-12.289711	-6.293543	-5.857418	-3.353789	-12.860405	-10.084101	-23.035102	-8.174310	1.736421	-16.124967	-3.189178	-5.223920	-1.134171	-6.346616	31.947360	-1.528765	-13.258879	-1.928351	-3.744671	-16.017546	16.434000	-21.739281	-6.200531	-3.007797	-6.608275	-22.264402	9.974474	-7.722930	-15.435023	
-2.641372	0.589733	-18.895299	0.713291	-1.516237	-6.073179	-37.391856	-3.874478	-5.770665	-7.904574	-5.923116	-22.137423	-6.687086	-3.693653	-1.592270	1.108923	1.818268	7.958218	-0.686423	-7.624593	-3.766182	-49.652355	1.955455	4.758221	-2.266373	0.970189	-14.606878	-4.963941	-1.101433	12.012146	1.562520	-2.378721	2.089312	-1.474345	1.073933	-0.848984	1.747112	-26.694566	-2.564889	0.835337	-6.250292	-0.588941	-2.146167	-0.872202	-3.826652	-29.131301	0.879849	-4.981985	0.328585	-1.548467	-3.780799	-5.704060	-1.641914	-1.687490	-0.722898	1.371754	-5.988824	7.230867	-3.110738	-17.455959	
5.878741	-1.187046	-15.052286	1.223077	1.878011	5.815666	-49.478062	8.863480	7.780898	20.902113	46.319590	50.510571	15.267944	9.877990	3.730563	2.270051	2.663293	-11.714966	0.985491	-6.810359	-2.152926	59.863129	6.765830	-6.288184	3.177062	1.356635	28.524916	-10.235564	2.661029	-18.646536	1.690841	4.186479	2.388061	2.376653	0.798637	1.283184	2.093350	38.000862	5.657551	2.778982	53.596943	-0.985734	11.428306	0.843231	6.148259	-41.377594	1.759057	20.862295	1.233344	2.410954	16.759661	12.150878	8.942934	2.811275	1.546617	2.519445	22.687366	-11.003160	12.602422	31.022517	
-3.911113	-1.434773	7.358819	2.172204	1.054909	-1.985165	23.216518	-11.727884	7.249474	-7.485467	-4.732891	-5.250635	-4.522430	-1.879289	3.438353	-1.521683	3.697763	7.347190	3.281341	7.158425	8.956483	-3.129155	2.696206	3.961468	-1.619174	4.010390	3.730991	-7.180389	1.605016	19.808678	0.732465	3.008639	2.685140	-1.356202	1.402847	4.012951	4.816052	-3.890568	1.918044	2.212076	-8.227489	0.797465	-4.420252	2.034569	2.179869	21.467254	-1.667755	2.442987	1.532124	-0.802620	-4.842260	-9.628829	2.738459	3.118499	-3.608720	-1.961083	7.217300	17.462284	1.691609	-5.612210	
-2.662292	2.275206	24.464745	4.395966	1.490054	-1.828380	26.802706	-3.187213	-7.475939	-9.940359	-2.841810	-7.382211	-7.685542	2.229263	3.788849	4.247920	-6.763397	9.606045	2.286313	4.915005	9.896642	9.706801	-2.728882	18.633478	1.686158	-2.435915	-4.760406	9.789152	-0.856536	31.324465	2.363846	-1.963614	1.608457	-2.994384	3.247518	4.973763	2.603100	12.075897	-1.590781	-1.616911	-15.050723	-0.904157	-2.617738	2.244097	-3.370633	41.018188	3.368635	-2.021526	1.946784	1.096632	-5.412452	24.984563	0.677547	-4.613633	-6.073212	2.359899	13.453251	13.541615	-3.892374	8.827079	
-2.213040	-1.376321	8.162952	4.709633	1.167843	3.403019	7.235537	3.356594	-2.780764	-12.705200	-7.932342	-6.805138	-3.361429	1.249319	1.906034	-1.672759	-1.567077	5.337300	-0.706934	8.885257	-1.804748	-9.950338	-3.644036	3.798166	2.547566	0.878184	-3.583998	3.608892	0.931434	6.305306	0.603959	-3.537449	0.942820	3.190148	-1.090988	1.399830	-0.734541	4.038302	-3.235791	-1.949959	-9.897992	1.284220	-2.404143	-1.258797	2.546849	3.929891	1.178861	2.645624	-0.689150	-1.124758	3.362193	1.932774	-4.004777	-2.189156	0.867958	2.498464	-2.255433	-7.427403	-2.081857	4.677222	
