100.000000 	 0.372341 	
200.000000 	 0.446809 	
300.000000 	 0.494681 	
400.000000 	 0.505319 	
500.000000 	 0.521277 	
600.000000 	 0.632979 	
700.000000 	 0.675531 	
800.000000 	 0.675532 	
900.000000 	 0.686170 	
1000.000000 	 0.723405 	
1100.000000 	 0.750000 	
1200.000000 	 0.755319 	
1300.000000 	 0.744681 	
1400.000000 	 0.771276 	
1500.000000 	 0.776596 	
1600.000000 	 0.808511 	
1700.000000 	 0.813830 	
1800.000000 	 0.808511 	
1900.000000 	 0.813830 	
2000.000000 	 0.840425 	
2100.000000 	 0.845745 	
2200.000000 	 0.835106 	
2300.000000 	 0.835106 	
2400.000000 	 0.840425 	
2500.000000 	 0.840425 	
2600.000000 	 0.851064 	
2700.000000 	 0.861702 	
2800.000000 	 0.867021 	
2900.000000 	 0.856383 	
3000.000000 	 0.845745 	
3100.000000 	 0.851064 	
3200.000000 	 0.851064 	
3300.000000 	 0.845745 	
3400.000000 	 0.840426 	
3500.000000 	 0.856383 	
3600.000000 	 0.861702 	
3700.000000 	 0.861702 	
3800.000000 	 0.861702 	
3900.000000 	 0.861702 	
4000.000000 	 0.861702 	
4100.000000 	 0.877660 	
4200.000000 	 0.877660 	
4300.000000 	 0.872340 	
4400.000000 	 0.888298 	
4500.000000 	 0.882978 	
4600.000000 	 0.888298 	
4700.000000 	 0.893617 	
4800.000000 	 0.893617 	
4900.000000 	 0.888298 	
5000.000000 	 0.893617 	
5100.000000 	 0.888298 	
5200.000000 	 0.893617 	
5300.000000 	 0.893617 	
5400.000000 	 0.893617 	
5500.000000 	 0.898936 	
5600.000000 	 0.898936 	
5700.000000 	 0.898936 	
5800.000000 	 0.904255 	
5900.000000 	 0.904255 	
6000.000000 	 0.898936 	
6100.000000 	 0.904255 	
6200.000000 	 0.904255 	
6300.000000 	 0.904255 	
6400.000000 	 0.904255 	
6500.000000 	 0.904255 	
6600.000000 	 0.904255 	
6700.000000 	 0.904255 	
6800.000000 	 0.904255 	
6900.000000 	 0.904255 	
7000.000000 	 0.904255 	
7100.000000 	 0.909574 	
7200.000000 	 0.904255 	
7300.000000 	 0.914894 	
7400.000000 	 0.920213 	
7500.000000 	 0.914894 	
7600.000000 	 0.914894 	
7700.000000 	 0.920213 	
7800.000000 	 0.920213 	
7900.000000 	 0.920213 	
8000.000000 	 0.920213 	
8100.000000 	 0.920213 	
8200.000000 	 0.920213 	
8300.000000 	 0.920213 	
8400.000000 	 0.920213 	
8500.000000 	 0.920213 	
8600.000000 	 0.925532 	
8700.000000 	 0.920213 	
8800.000000 	 0.920213 	
8900.000000 	 0.920213 	
9000.000000 	 0.920213 	
9100.000000 	 0.925532 	
9200.000000 	 0.925532 	
9300.000000 	 0.925532 	
9400.000000 	 0.925532 	
9500.000000 	 0.930851 	
9600.000000 	 0.930851 	
9700.000000 	 0.930851 	
9800.000000 	 0.930851 	
9900.000000 	 0.930851 	
